"document_id","rfq_date","scope_of_work","closing_date","closing_time","rfq_no","advert","pr_number","pr_date","tender_opened","tac_date","region"
"TD22010411","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299294Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010422","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299296Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010425","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299288Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010426","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299289Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD2201043","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299282Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010434","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299295Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010443","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299291Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010444","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299280Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010446","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299285Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010449","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299287Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD2201045","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299286Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010460","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299292Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010465","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299290Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010467","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299281Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010471","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  NETWORK DEVELOPMENT ENGINEER . REF ORDER NO. 4500218905 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215669","adverts/Xerox Scan_04012022133226.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD2201049","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299283Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010490","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299293Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD22010493","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' TOUCH LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299297Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
"TD2201054","2021-12-27"," REPLACE VANDALISED CABLE MSASA PARK PMT HUNGWE","2021-12-31","10:00","10214602","adverts/Xerox Scan_05012022085904.PDF","acc404088","2021-12-27","2021-12-31","2021-12-31","harare"
"TD22010594","2021-12-27"," REQUIRED FOR CBD DEPOT REF STF 2707008 (PEPLACING 12M STOLEN CABLE HATFIELD WINSTONE & ST PATRICKS) & , 2706191 (S/S 14 CBD CABLE REPLACEMENT)","2021-12-31","10:00","10221943","adverts/Xerox Scan_05012022085527.PDF","acc404088","2021-12-27","2021-12-27","2022-01-05","harare"
"TD22010619","2022-01-03"," FOR DZIVARASEKWA FLATS REF ASSET NO 130000231224 STF 2661770 KUWADZANA DEPOT","2022-01-05","10:00","10218036","adverts/Xerox Scan_05012022163221.PDF","acc404086","2022-01-03","2022-01-05","2022-01-06","harare"
"TD22010623","2022-01-03"," CABLE  95.0 MM2 4C CU PVC/SWA  STF 2688955 MABVUKU","2022-01-05","10:00","10220205","adverts/Xerox Scan_05012022151757.PDF","acc404085","2022-01-03","2022-01-05","2022-01-06","harare"
"TD22010625","2022-01-03"," CABLE 185MM2 4C CU PVC/SWA","2022-01-05","10:00","10221233","adverts/Xerox Scan_05012022152210.PDF","acc404085","2022-01-03","2022-01-05","2022-01-06","harare"
"TD22010628","2022-01-03"," REF STF 2654347 G/VIEW , CB 59 GLENVIEW MAINTANANCE","2022-01-05","10:00","10215932","adverts/Xerox Scan_05012022165221.PDF","acc404086","2022-01-05","2022-01-05","2022-01-06","harare"
"TD22010641","2022-01-03"," REQUIRED FOR STOCK REPLENISHMENT","2022-01-05","10:00","10222824","adverts/Xerox Scan_05012022164440.PDF","acc404088","2022-01-03","2022-01-05","2022-01-06","harare"
"TD2201066","2022-01-03"," FOR CB 49 COLEFORD REF STF 2679843 MABVUKU","2022-01-05","10:00","10222179","adverts/Xerox Scan_05012022163527.PDF","acc404086","2022-01-03","2022-01-05","2022-01-06","harare"
"TD22010671","2022-01-03"," REQUIRED FOR W/FALLS DEPOT REF STF 2444555","2022-01-05","10:00","102113979","adverts/Xerox Scan_05012022164905.PDF","acc404086","2022-01-03","2022-01-05","2022-01-06","harare"
"TD22010675","2022-01-03"," REQUIRED FOR STOCK REPLENISHMENT","2022-01-05","10:00","10222826","adverts/Xerox Scan_05012022164032.PDF","acc404088","2022-01-03","2022-01-05","2022-01-06","harare"
"TD22010690","2022-01-03"," REQUIRED FOR STOCK REPLENISHMENT","2022-01-05","10:00","10222829","adverts/Xerox Scan_05012022163808.PDF","acc404088","2022-01-03","2022-01-05","2022-01-06","harare"
"TD22010694","2021-12-06"," PURCHASE OF X-ARMS FOR CB 49 COLEFORD REF STF 2679843 MABVUKU","2021-12-08","10:00","10222179","adverts/1641481184Xerox Scan_31122021072651.PDF","acc404086","2021-12-06","2021-12-08","2022-01-06","harare"
"TD22010697","2022-01-03"," FOR DZIVARASEKWA FLATS REF ASSET NO 130000231224 STF 2661770 KUWADZANA DEPOT","2022-01-05","10:00","10218036","adverts/Xerox Scan_06012022140801.PDF","acc404086","2022-01-03","2022-01-05","2022-01-06","harare"
"TD22011087","2022-01-05"," 80 X 83mm THERMAL TILL ROLLS ","2022-01-07","10:00","10202034","adverts/Xerox Scan_10012022104237.PDF","acc473020","2022-01-05","2022-01-07","2022-01-10","harare"
"TD22011096","2022-01-05"," APPLICATION IN RESPECT OF ELECTRICITY AND APPLICATION FOR CONNECTION AND DISCONNECTION FORMS","2022-01-07","10:00","10220351","adverts/Xerox Scan_10012022104119.PDF","acc473010","2022-01-05","2022-01-07","2022-01-10","harare"
"TD22011113","2022-01-03"," STAY WIRE REQUIRED FOR RAIN SEASON PREPAREDNESS","2022-01-05","10:00","10214813","adverts/Xerox Scan_10012022163736.PDF","acc404086","2022-01-03","2022-01-05","2022-01-11","harare"
"TD22011117","2022-01-05"," FERRULE SHEAR BOLTS REQUIRED FOR STOCK REPLENISHMENT","2022-01-07","10:00","10223015","adverts/Xerox Scan_07012022151442.PDF","acc404088","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011122","2022-01-04"," TRENCH  AND LAY 11 KV CABLE ON CB 79 WILLOWVALE  -30M","2022-01-06","10:00","10222987","adverts/Xerox Scan_11012022151207.PDF","acc404088","2022-01-11","2022-01-06","2022-01-11","harare"
"TD22011126","2022-01-05","MATERIALS FOR DZIVARASEKWA FLATS REF ASSET NO 130000231224 STF 2661770 KUWADZANA DEPOT","2022-01-07","10:00","10223104","adverts/Xerox Scan_07012022145604.PDF","acc404086","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011130","2022-01-05","MATERIALS FOR DZIVARASEKWA FLATS REF ASSET NO 130000231224 STF 2661770 KUWADZANA DEPOT","2022-01-07","10:00","10223106","adverts/Xerox Scan_10012022170625.PDF","acc404085","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011132","2022-01-05"," STRAP SHACKLES REQUIRED FOR STOCK REPLENISHMENT","2022-01-07","10:00","10223122","adverts/1641915007Xerox Scan_11012022170627.PDF","acc404086","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011142","2022-01-05"," SLEEVES 120MM2 REQUIRED FOR STOCK REPLENISHMENT","2022-01-07","10:00","10223124","adverts/Xerox Scan_07012022150837.PDF","acc404088","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011143","2022-01-05"," STRAP SHACKLES REQUIRED FOR STOCK REPLENISHMENT","2022-01-07","10:00","10223122","adverts/Xerox Scan_11012022170627.PDF","acc404086","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011149","2022-01-05"," TERM-KITS FOR DZIVARASEKWA FLATS REF ASSET NO 130000231224 STF 2661770 KUWADZANA DEPOT","2022-01-07","10:00","10223103","adverts/Xerox Scan_07012022151050.PDF","acc404088","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011160","2022-01-05","MATERIALS  FOR DZIVARASEKWA FLATS REF ASSET NO 130000231224 STF 2661770 KUWADZANA DEPOT","2022-01-07","10:00","10223101","adverts/Xerox Scan_10012022171308.PDF","acc404086","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011162","2022-01-05"," TERM KITS FOR DZIVARASEKWA FLATS REF ASSET NO 130000231224 STF 2661770 KUWADZANA DEPOT","2022-01-07","10:00","10223103","adverts/1641909783Xerox Scan_07012022151050.PDF","acc404088","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011166","2022-01-05"," CABLE REQUIRED FOR B/DALE DEPOT FAULT REF STF 2726337","2022-01-07","10:00","10223107","adverts/Xerox Scan_07012022150632.PDF","acc404088","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011172","2022-01-04"," PURCHASE OF TRANSFORMER OIL  FOR S/STN 2024 EGYPT HIGHFIED ","2022-01-06","10:00","10222723","adverts/Xerox Scan_11012022153055.PDF","acc404070","2022-01-11","2022-01-06","2022-01-11","harare"
"TD22011183","2022-01-05","LINES MATERILS  FOR DZIVARASEKWA FLATS REF ASSET NO 130000231224 STF 2661770 KUWADZANA DEPOT","2022-01-07","10:00","10223102","adverts/Xerox Scan_07012022150357.PDF","acc404086","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011185","2022-01-05","X-ARMS BOXED FOR DZIVARASEKWA FLATS REF ASSET NO 130000231224 STF 2661770 KUWADZANA DEPOT","2022-01-07","10:00","10223102","adverts/Xerox Scan_10012022165637.PDF","acc404086","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011186","2022-01-05"," STRAP SHACKLES REQUIRED FOR STOCK REPLENISHMENT","2022-01-07","10:00","10223122","adverts/Xerox Scan_07012022151743.PDF","acc404086","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011195","2022-01-05"," PURCHASE OF NISSAN NP300 DIESEL CLUTCH KITS (GENUINE NOT GENERIC) ","2022-01-07","10:00","10210968","adverts/Xerox Scan_11012022151537.PDF","acc466607","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011196","2022-01-05"," TERM KITS FOR STOCK ","2022-01-07","10:00","10221337","adverts/Xerox Scan_10012022165448.PDF","acc404088","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011199","2022-01-05","LINE  MATERIALS FOR DZIVARASEKWA FLATS REF ASSET NO 130000231224 STF 2661770 KUWADZANA DEPOT","2022-01-07","10:00","10223105","adverts/Xerox Scan_07012022150012.PDF","acc404086","2022-01-05","2022-01-07","2022-01-11","harare"
"TD22011224","2022-01-05"," PURCHASE OF NISSAN NP300 DIESEL CLUTCH KITS (GENUINE NOT GENERIC) ","2022-01-07","10:00","10210968","adverts/Xerox Scan_11012022152046.PDF","acc473930","2022-01-05","2022-01-07","2022-01-12","harare"
"TD22011233","2021-12-03"," REISTATEMENT OF TARMAC ","2021-12-07","10:00","10221361","adverts/Xerox Scan_12012022130848.PDF","acc473620","2022-01-12","2021-12-07","2022-01-12","harare"
"TD22011410","2022-01-10"," CONDUCTOR  100MM2 HDA  BARE/WASP","2022-01-12","10:00","10223266","adverts/Xerox Scan_14012022120532.PDF","acc404085","2022-01-10","2022-01-12","2022-01-14","harare"
"TD22011435","2022-01-10"," LINE MATERIAL","2022-01-12","10:00","10217363","adverts/Xerox Scan_14012022132932.PDF","acc404086","2022-01-10","2022-01-12","2022-01-14","harare"
"TD2201146","2022-01-10"," CABLE  120 MM2 4C CU PVC SWA/660V ","2022-01-12","10:00","10223265","adverts/Xerox Scan_14012022120235.PDF","acc404085","2022-01-10","2022-01-12","2022-01-14","harare"
"TD22011746","2021-12-27"," A4 FOLDERS ","2021-12-31","10:00","10221539","adverts/Xerox Scan_14012022110914.PDF","acc466605","2021-12-27","2021-12-31","2022-01-17","harare"
"TD22011763","2021-12-27"," A5 2022 DIARIES ","2021-12-31","10:00","10221538","adverts/Xerox Scan_14012022110221.PDF","acc466605","2021-12-27","2021-12-31","2022-01-17","harare"
"TD22011765","2022-01-27"," 2022 A4 DIARIES FOR HARARE REGION ","2021-12-31","10:00","10221535","adverts/Xerox Scan_14012022110708.PDF","acc466605","2021-12-27","2021-12-31","2022-01-17","harare"
"TD22011793","2021-12-27"," A5 NOTEBOOK BRANDED","2021-12-31","10:00","10221537","adverts/Xerox Scan_14012022105840.PDF","acc466605","2021-12-27","2021-12-31","2022-01-17","harare"
"TD22011821","2022-01-11"," EAST DISTRICT FAULTS","2022-01-18","10:00","10222580","adverts/10220530 tonner cartridges.pdf","acc404088","2022-01-14","2022-01-18","2022-01-18","harare"
"TD22011843","2022-01-04"," PURCHASE OF  CRIMPING LUGS 185MM X16MM FOR STOCK","2022-01-06","10:00","10222828","adverts/Xerox Scan_18012022135352.PDF","acc404050","2022-01-18","2022-01-06","2022-01-18","harare"
"TD22011868","2022-01-04"," PURCHASE OF 16MM SINGLE CORE CABLE RED AND BLACK FOR SOUTHERTON DEPOT","2022-01-06","10:00","10211674","adverts/Xerox Scan_18012022132834.PDF","acc404050","2022-01-18","2022-01-06","2022-01-18","harare"
"TD22011882","2022-01-10"," PURCHASE OF IRON   D SHACKLES , EYE BOLTS AND SHACKE INSULATORS  FOR BORROWDALE DEPOT","2022-01-13","10:00","10221102","adverts/Xerox Scan_18012022140201.PDF","acc404086","2022-01-18","2022-01-13","2022-01-18","harare"
"TD22011884","2021-12-21"," PURCHASE OF ISUZU  CLUTCK KIT 6TH GENERATION  REG.NO.ADY3931 FLEET N0.HR5278","2022-01-24","10:00","10222537","adverts/Xerox Scan_18012022134850.PDF","acc473930","2022-01-18","2021-12-24","2022-01-18","harare"
"TD22012126","2022-01-19"," INSUL DISC PORCELAIN 254MM DIA 44KN,EYE BOLT M 16 X 300MM AND X ARM STRAIN 100 X 50 MM BOXED 32000MM LON STF 2728514 SOUTHERTON DEPOT","2022-01-21","10:00","10223616","adverts/Xerox Scan_21012022154508.PDF","acc404086","2022-01-19","2022-01-21","2022-01-21","harare"
"TD22012434","2022-01-19"," ARRESTER SURGE 11KV FOR STOCK REPLENISHMENT ","2022-01-21","10:00","10223981","adverts/1643027352Xerox Scan_21012022163033.PDF","acc404088","2022-01-19","2022-01-21","2022-01-24","harare"
"TD22012447","2022-01-19","LINE MATERIALS FOR S/TON DEPOT  ref stf 2728514  asset number 130000237571","2022-01-21","10:00","10223614","adverts/Xerox Scan_21012022163641.PDF","acc404086","2022-01-19","2022-01-21","2022-01-24","harare"
"TD22012448","2022-01-19"," MCB 60AMP FOR STOCK REPLENISHMENT ","2022-01-21","10:00","10223985","adverts/Xerox Scan_21012022163947.PDF","acc404088","2022-01-19","2022-01-21","2022-01-24","harare"
"TD22012460","2022-01-10","Line fault glen lorne  mv line REF stf 2699366 B/DALE DEPOT ","2022-01-13","10:00","10221102","adverts/Xerox Scan_19012022113033.PDF","acc404086","2022-01-10","2022-01-13","2022-01-24","harare"
"TD22012461","2022-01-18"," 26FT EXT ALUMINIUM LADDERS REF stf 2674715 k/dzana","2022-01-20","10:00","10218052","adverts/Xerox Scan_21012022164236.PDF","acc404087","2022-01-18","2022-01-20","2022-01-24","harare"
"TD22012466","2022-01-19"," D-FUSE FOR STOCK REPLENISHMENT ","2022-01-21","10:00","10223984","adverts/Xerox Scan_21012022162501.PDF","acc404088","2022-01-19","2022-01-21","2022-01-24","harare"
"TD22012469","2022-01-19","D-FUSE MOUNT & FUSE 11KV FOR STOCK REPLENISHMENT ","2022-01-21","10:00","10223984","adverts/1643023838Xerox Scan_21012022162501.PDF","acc404088","2022-01-19","2022-01-21","2022-01-24","harare"
"TD2201247","2022-01-19"," ARRESTERS FOR STOCK TEPLENISHMEMENT ","2022-01-21","10:00","10223981","adverts/Xerox Scan_21012022163033.PDF","acc404088","2022-01-19","2022-01-21","2022-01-24","harare"
"TD22012475","2022-01-10","MV BOARD FOR BORROWDALE DEPOT REF STF 2698560 ","2022-01-13","10:00","10220954","adverts/Xerox Scan_19012022113337.PDF","acc404088","2022-01-10","2022-01-13","2022-01-13","harare"
"TD22012478","2022-01-19"," Insul Disc Porcelain 254mm Dia 44kn,Eye Bolt M16 X 300mm X arm strain 100 X 50mm boxed 3200 mm Lon for Southerton STF 2728514","2022-01-19","10:00","10223616","adverts/1643012780Xerox Scan_21012022154508.PDF","acc404086","2022-01-19","2022-01-21","2022-01-24","harare"
"TD22012483","2022-01-19"," SUPPLY BRASS CLAMPS 400MM2 FOR PARKRIDGE AND SENIORS 132/33KV TRANSFORMERS FOR LV BUSHINGS AS PER SAMPLE","2022-01-21","10:00","10223045","adverts/Xerox Scan_21012022163428.PDF","acc404088","2022-01-19","2022-01-21","2022-01-24","harare"
"TD22012495","2022-01-19"," Purchase of first aid kits (bags and contents)","2022-01-21","10:00","10219969","adverts/Xerox Scan_21012022162857.PDF","acc473800","2022-01-19","2022-01-21","2022-01-24","harare"
"TD22012497","2022-01-19"," FERRULE SHEAR BOLTS FOR CBD REF STO 4500224318","2022-01-21","10:00","10224069","adverts/Xerox Scan_21012022162204.PDF","acc404088","2022-01-19","2022-01-21","2022-01-24","harare"
"TD22012678","2022-01-19"," CONDUCTOR 100MM2 HDA BARE/WASP","2022-01-21","10:00","10223344","adverts/Xerox Scan_26012022121858.PDF","acc404086","2022-01-19","2022-01-21","2022-01-26","harare"
